Time [s], Analyzer Name, Decoded Protocol Result
0.581470500000000,I2C,' ' (0x20) + NAK
0.581786625000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.581827700000000,I2C,'244' (0xF4) + ACK
0.581869575000000,I2C,'244' (0xF4) + ACK
0.621154950000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.621196075000000,I2C,'246' (0xF6) + ACK
0.621265275000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.621303600000000,I2C,'162' (0xA2) + ACK
0.621345300000000,I2C,'211' (0xD3) + NAK
0.621418700000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.621459750000000,I2C,'248' (0xF8) + ACK
0.621528950000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.621567275000000,I2C,@ (0x40) + NAK
0.621887250000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.621928350000000,I2C,'244' (0xF4) + ACK
0.621970275000000,I2C,'244' (0xF4) + ACK
0.661260700000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.661301825000000,I2C,'246' (0xF6) + ACK
0.661371100000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.661409475000000,I2C,'162' (0xA2) + ACK
0.661451225000000,I2C,'208' (0xD0) + NAK
0.661524700000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.661565800000000,I2C,'248' (0xF8) + ACK
0.661635050000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.661673425000000,I2C,' ' (0x20) + NAK
0.661989825000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.662030925000000,I2C,'244' (0xF4) + ACK
0.662072900000000,I2C,'244' (0xF4) + ACK
0.701373100000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.701414200000000,I2C,'246' (0xF6) + ACK
0.701483425000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.701521800000000,I2C,'162' (0xA2) + ACK
0.701563550000000,I2C,'209' (0xD1) + NAK
0.701637025000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.701678100000000,I2C,'248' (0xF8) + ACK
0.701747300000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.701785650000000,I2C,' ' (0x20) + NAK
0.702101850000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.702142900000000,I2C,'244' (0xF4) + ACK
0.702184800000000,I2C,'244' (0xF4) + ACK
0.741475125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.741516200000000,I2C,'246' (0xF6) + ACK
0.741585375000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.741623725000000,I2C,'162' (0xA2) + ACK
0.741665450000000,I2C,'208' (0xD0) + NAK
0.741738875000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.741779950000000,I2C,'248' (0xF8) + ACK
0.741849175000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.741887500000000,I2C,'160' (0xA0) + NAK
0.742203650000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.742244725000000,I2C,'244' (0xF4) + ACK
0.742286650000000,I2C,'244' (0xF4) + ACK
0.781575450000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.781616525000000,I2C,'246' (0xF6) + ACK
0.781685750000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.781724100000000,I2C,'162' (0xA2) + ACK
0.781765850000000,I2C,'208' (0xD0) + NAK
0.781839300000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.781880400000000,I2C,'248' (0xF8) + ACK
0.781949625000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.781987950000000,I2C,@ (0x40) + NAK
0.782300225000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.782341300000000,I2C,'244' (0xF4) + ACK
0.782383250000000,I2C,'244' (0xF4) + ACK
0.821683300000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.821724400000000,I2C,'246' (0xF6) + ACK
0.821793600000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.821831950000000,I2C,'162' (0xA2) + ACK
0.821873675000000,I2C,'207' (0xCF) + NAK
0.821947125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.821988200000000,I2C,'248' (0xF8) + ACK
0.822057450000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.822095825000000,I2C,'160' (0xA0) + NAK
0.822408275000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.822449400000000,I2C,'244' (0xF4) + ACK
0.822491350000000,I2C,'244' (0xF4) + ACK
0.861788275000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.861829350000000,I2C,'246' (0xF6) + ACK
0.861898600000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.861936975000000,I2C,'162' (0xA2) + ACK
0.861978700000000,I2C,'204' (0xCC) + NAK
0.862052150000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.862093225000000,I2C,'248' (0xF8) + ACK
0.862162475000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.862200850000000,I2C,'224' (0xE0) + NAK
0.862513125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.862554200000000,I2C,'244' (0xF4) + ACK
0.862596150000000,I2C,'244' (0xF4) + ACK
0.901901400000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.901942475000000,I2C,'246' (0xF6) + ACK
0.902011725000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.902050100000000,I2C,'162' (0xA2) + ACK
0.902091825000000,I2C,'207' (0xCF) + NAK
0.902165300000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.902206400000000,I2C,'248' (0xF8) + ACK
0.902275650000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.902314025000000,I2C,@ (0x40) + NAK
0.902626450000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.902667550000000,I2C,'244' (0xF4) + ACK
0.902709525000000,I2C,'244' (0xF4) + ACK
0.942017125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.942058250000000,I2C,'246' (0xF6) + ACK
0.942127525000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.942165900000000,I2C,'162' (0xA2) + ACK
0.942207675000000,I2C,'208' (0xD0) + NAK
0.942281150000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.942322275000000,I2C,'248' (0xF8) + ACK
0.942391525000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.942429900000000,I2C,` (0x60) + NAK
0.942738525000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.942779650000000,I2C,'244' (0xF4) + ACK
0.942821625000000,I2C,'244' (0xF4) + ACK
0.982142100000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.982183250000000,I2C,'246' (0xF6) + ACK
0.982252525000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.982290900000000,I2C,'162' (0xA2) + ACK
0.982332650000000,I2C,'208' (0xD0) + NAK
0.982406125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.982447225000000,I2C,'248' (0xF8) + ACK
0.982516500000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.982554850000000,I2C,'160' (0xA0) + NAK
0.982863425000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.982904550000000,I2C,'244' (0xF4) + ACK
0.982946525000000,I2C,'244' (0xF4) + ACK
1.022266625000000,I2C,Setup Write to ['238' (0xEE)] + ACK
1.022307750000000,I2C,'246' (0xF6) + ACK
1.022377000000000,I2C,Setup Read to ['239' (0xEF)] + ACK
1.022415375000000,I2C,'162' (0xA2) + ACK
1.022457100000000,I2C,'207' (0xCF) + NAK
1.022530550000000,I2C,Setup Write to ['238' (0xEE)] + ACK
1.022571650000000,I2C,'248' (0xF8) + ACK
1.022640900000000,I2C,Setup Read to ['239' (0xEF)] + ACK
1.022679250000000,I2C,'0' (0x00) + NAK
1.022995650000000,I2C,Setup Write to ['238' (0xEE)] + ACK
1.023036725000000,I2C,'244' (0xF4) + ACK
1.023078675000000,I2C,'244' (0xF4) + ACK
1.062386575000000,I2C,Setup Write to ['238' (0xEE)] + ACK
1.062427700000000,I2C,'246' (0xF6) + ACK
1.062496950000000,I2C,Setup Read to ['239' (0xEF)] + ACK
1.062535350000000,I2C,'162' (0xA2) + ACK
1.062577100000000,I2C,'205' (0xCD) + NAK
1.062650550000000,I2C,Setup Write to ['238' (0xEE)] + ACK
1.062691650000000,I2C,'248' (0xF8) + ACK
1.062760900000000,I2C,Setup Read to ['239' (0xEF)] + ACK
1.062799275000000,I2C,'192' (0xC0) + NAK
1.063115700000000,I2C,Setup Write to ['238' (0xEE)] + ACK
1.063156850000000,I2C,'244' (0xF4) + ACK
1.063198800000000,I2C,'244' (0xF4) + ACK
